Date,Open,High,Low,Close,Adj Close,Volume
2018-04-23,121.37999725341797,122.12999725341797,120.8499984741211,121.37000274658203,114.55851745605469,320300
2018-04-24,121.73999786376953,122.33999633789062,120.81999969482422,121.66000366210938,114.83222961425781,420000
2018-04-25,121.38999938964844,122.18000030517578,120.83000183105469,121.86000061035156,115.02101135253906,411400
2018-04-26,122.12000274658203,124.20999908447266,121.86000061035156,123.30999755859375,116.38963317871094,457600
2018-04-27,123.26000213623047,125.3499984741211,123.20999908447266,124.86000061035156,117.85265350341797,393200
2018-04-30,125.27999877929688,125.27999877929688,124.08000183105469,124.56999969482422,117.57893371582031,657300
2018-05-01,125.62000274658203,130.52999877929688,124.6500015258789,129.41000366210938,122.14730072021484,1224200
2018-05-02,128.75,128.92999267578125,126.36000061035156,127.56999969482422,120.41055297851562,1060500
2018-05-03,127.20999908447266,127.62000274658203,126.05000305175781,126.7300033569336,119.61770629882812,721400
2018-05-04,126.73999786376953,128.89999389648438,126.1500015258789,128.5500030517578,121.33555603027344,455200
2018-05-07,129.17999267578125,130.05999755859375,128.33999633789062,129.8000030517578,122.51538848876953,454900
2018-05-08,129.07000732421875,129.22999572753906,127.9000015258789,128.33999633789062,121.13733673095703,621600
2018-05-09,128.63999938964844,129.91000366210938,128.25999450683594,129.83999633789062,122.55316925048828,316600
2018-05-10,130.0,130.52000427246094,128.82000732421875,129.36000061035156,122.10010528564453,446600
2018-05-11,129.60000610351562,129.99000549316406,127.94999694824219,128.0399932861328,120.85417175292969,664200
2018-05-14,128.19000244140625,128.3800048828125,126.33999633789062,126.9800033569336,119.85366821289062,609500
2018-05-15,126.56999969482422,126.56999969482422,123.80000305175781,124.1500015258789,117.18248748779297,639900
2018-05-16,124.44999694824219,124.69000244140625,122.41999816894531,122.63999938964844,115.75724029541016,844500
2018-05-17,122.63999938964844,123.0999984741211,121.6500015258789,121.75,114.91718292236328,516200
2018-05-18,121.70999908447266,121.93000030517578,120.58999633789062,121.22000122070312,114.41693878173828,808900
2018-05-21,122.04000091552734,123.80000305175781,120.75,123.43000030517578,116.50289154052734,706100
2018-05-22,123.30999755859375,124.01000213623047,122.8499984741211,123.80000305175781,116.85214233398438,642600
2018-05-23,123.77999877929688,126.27999877929688,123.41999816894531,125.80999755859375,118.74932861328125,504100
2018-05-24,125.9800033569336,125.9800033569336,122.95999908447266,123.80999755859375,116.861572265625,782700
2018-05-25,123.91000366210938,124.30000305175781,123.29000091552734,123.5,116.56897735595703,612600
2018-05-29,123.0999984741211,124.44999694824219,122.68000030517578,124.38999938964844,117.40901184082031,1026800
2018-05-30,124.62000274658203,126.20999908447266,124.04000091552734,125.33000183105469,118.2962646484375,1178700
2018-05-31,124.6500015258789,125.5,124.36000061035156,124.91999816894531,117.90927124023438,1356400
2018-06-01,125.23999786376953,125.7699966430664,124.19999694824219,125.58000183105469,118.53224182128906,905200
2018-06-04,126.04000091552734,127.3499984741211,125.76000213623047,127.20999908447266,120.07076263427734,549200
2018-06-05,127.47000122070312,128.05999755859375,126.20999908447266,126.61000061035156,119.50444030761719,591800
2018-06-06,126.16999816894531,126.70999908447266,125.62000274658203,126.31999969482422,119.230712890625,770000
2018-06-07,126.83999633789062,126.87999725341797,125.27999877929688,126.33999633789062,119.24958801269531,563400
2018-06-08,126.2300033569336,127.5199966430664,125.69000244140625,127.19000244140625,120.05188751220703,598200
2018-06-11,127.30999755859375,127.30999755859375,124.66999816894531,125.2699966430664,118.23963165283203,861200
2018-06-12,125.01000213623047,127.19999694824219,125.01000213623047,126.81999969482422,119.70265197753906,608600
2018-06-13,126.79000091552734,127.31999969482422,125.0,125.69999694824219,118.64550018310547,877000
2018-06-14,126.01000213623047,128.2100067138672,125.5,127.66000366210938,120.49551391601562,599900
