Date,Open,High,Low,Close,Adj Close,Volume
2018-04-23,103.26000213623047,105.5999984741211,102.1500015258789,105.5199966430664,104.93950653076172,1029500
2018-04-24,105.76000213623047,107.83000183105469,105.19999694824219,106.93000030517578,106.34175109863281,1162900
2018-04-25,106.81999969482422,109.30999755859375,106.44000244140625,107.81999969482422,107.22684478759766,1031300
2018-04-26,112.0199966430664,115.12000274658203,110.08000183105469,113.18000030517578,112.55735778808594,1672500
2018-04-27,113.1500015258789,116.61000061035156,112.6500015258789,116.33999633789062,115.6999740600586,1158600
2018-04-30,116.45999908447266,116.68000030517578,113.86000061035156,114.44999694824219,113.82036590576172,1057400
2018-05-01,113.86000061035156,115.69999694824219,113.08999633789062,115.58000183105469,114.94415283203125,806900
2018-05-02,115.51000213623047,117.08999633789062,113.80000305175781,115.9000015258789,115.26240539550781,1113000
2018-05-03,115.58000183105469,116.61000061035156,114.54000091552734,115.43000030517578,114.79499053955078,711400
2018-05-04,115.0,117.7300033569336,113.83999633789062,116.66999816894531,116.02815246582031,860800
2018-05-07,116.98999786376953,117.5,115.08999633789062,116.13999938964844,115.5010757446289,672500
2018-05-08,118.80999755859375,118.97000122070312,116.30999755859375,116.80000305175781,116.1574478149414,1084900
2018-05-09,116.87000274658203,118.13999938964844,111.86000061035156,117.98999786376953,117.34090423583984,1476400
2018-05-10,118.25,118.58999633789062,116.77999877929688,118.2300033569336,117.57958221435547,594200
2018-05-11,118.30999755859375,122.30000305175781,117.58999633789062,119.94000244140625,119.2801742553711,1354700
2018-05-14,119.87999725341797,121.9000015258789,119.26000213623047,121.61000061035156,120.94098663330078,939200
2018-05-15,121.29000091552734,121.44000244140625,118.77999877929688,119.91999816894531,119.2602767944336,878100
2018-05-16,120.63999938964844,121.5,118.66000366210938,119.02999877929688,118.37517547607422,855200
2018-05-17,119.13999938964844,120.58000183105469,118.08000183105469,119.79000091552734,119.13101196289062,1054900
2018-05-18,119.37000274658203,119.86000061035156,118.20999908447266,118.31999969482422,117.66908264160156,1087000
2018-05-21,118.4000015258789,119.63999938964844,116.37999725341797,119.1500015258789,118.49452209472656,1482900
2018-05-22,123.55000305175781,125.88999938964844,113.61000061035156,115.33000183105469,114.69554138183594,3940200
2018-05-23,115.81999969482422,123.62999725341797,115.62999725341797,123.25,122.57196044921875,1964800
2018-05-24,123.31999969482422,126.0,120.95999908447266,125.16999816894531,124.48140716552734,1270200
2018-05-25,124.69000244140625,126.23999786376953,124.41000366210938,124.91000366210938,124.22283935546875,1173100
2018-05-29,124.36000061035156,124.98999786376953,123.05999755859375,123.95999908447266,123.2780532836914,1163300
2018-05-30,124.0,128.66000366210938,123.5199966430664,128.52999877929688,127.82292938232422,1223900
2018-05-31,128.33999633789062,129.41000366210938,126.0,128.6199951171875,127.91241455078125,1535200
2018-06-01,128.83999633789062,129.6699981689453,127.26000213623047,128.33999633789062,127.63396453857422,993000
2018-06-04,129.0,131.97999572753906,128.99000549316406,129.91000366210938,129.19532775878906,1008600
2018-06-05,129.77000427246094,130.86000061035156,129.24000549316406,129.9499969482422,129.235107421875,881200
2018-06-06,130.11000061035156,131.49000549316406,129.47000122070312,130.58999633789062,129.87158203125,1173200
2018-06-07,131.0,131.97999572753906,129.66000366210938,130.0500030517578,129.3345489501953,1506100
2018-06-08,129.91000366210938,132.6699981689453,128.50999450683594,131.7100067138672,130.98544311523438,863800
2018-06-11,132.24000549316406,133.17999267578125,131.33999633789062,132.72999572753906,131.9998016357422,875600
2018-06-12,133.64999389648438,134.75,132.8300018310547,133.63999938964844,132.90481567382812,887700
2018-06-13,133.3699951171875,133.5800018310547,131.49000549316406,132.67999267578125,131.9500732421875,771100
2018-06-14,133.27000427246094,133.99000549316406,132.57000732421875,133.5,132.7655792236328,816200
2018-06-15,133.49000549316406,137.3300018310547,133.02000427246094,137.16000366210938,136.4054412841797,1652900
2018-06-18,136.13999938964844,138.3800048828125,135.8300018310547,138.24000549316406,137.47952270507812,1226100
2018-06-19,136.89999389648438,139.1699981689453,136.39999389648438,138.3000030517578,137.53915405273438,986100
2018-06-20,139.1999969482422,140.22000122070312,137.47000122070312,139.16000366210938,138.39443969726562,849600
2018-06-21,139.10000610351562,140.10000610351562,137.7899932861328,139.5,138.7924041748047,783800
2018-06-22,143.4199981689453,143.4199981689453,137.80999755859375,138.85000610351562,138.14572143554688,1377800
2018-06-25,137.94000244140625,137.99000549316406,135.2100067138672,137.27000427246094,136.57373046875,915900
2018-06-26,137.52000427246094,139.1699981689453,136.4600067138672,137.07000732421875,136.37474060058594,745600
2018-06-27,137.1199951171875,137.69000244140625,134.00999450683594,134.3800048828125,133.69837951660156,1124400
2018-06-28,134.1999969482422,136.17999267578125,133.32000732421875,135.11000061035156,134.4246826171875,1039800
2018-06-29,135.80999755859375,137.8699951171875,135.27000427246094,135.6999969482422,135.0116729736328,725300
2018-07-02,135.0,135.16000366210938,133.4199981689453,134.6999969482422,134.01675415039062,662500
2018-07-03,136.14999389648438,136.63999938964844,134.39999389648438,135.00999450683594,134.3251953125,339600
2018-07-05,135.44000244140625,135.89999389648438,134.0,135.86000061035156,135.17086791992188,957000
2018-07-06,137.22000122070312,138.0,136.02000427246094,137.1699981689453,136.47422790527344,889500
2018-07-09,137.58999633789062,141.5800018310547,137.47000122070312,140.9499969482422,140.23504638671875,950800
2018-07-10,140.94000244140625,141.91000366210938,139.39999389648438,140.64999389648438,139.93658447265625,963300
2018-07-11,139.82000732421875,139.82000732421875,136.3699951171875,139.0800018310547,138.37454223632812,710200
2018-07-12,140.3699951171875,140.88999938964844,138.19000244140625,138.7899932861328,138.0860137939453,441200
2018-07-13,139.3000030517578,141.6999969482422,138.9199981689453,139.33999633789062,138.6332244873047,835000
2018-07-16,139.6699981689453,140.5399932861328,139.02000427246094,139.6699981689453,138.96156311035156,505100
2018-07-17,139.14999389648438,141.2899932861328,139.14999389648438,140.27999877929688,139.5684356689453,809100
2018-07-18,140.19000244140625,140.83999633789062,139.08999633789062,139.97000122070312,139.260009765625,685800
2018-07-19,139.85000610351562,143.6999969482422,139.44000244140625,143.3699951171875,142.64279174804688,1123700
2018-07-20,142.85000610351562,143.44000244140625,141.72999572753906,142.6699981689453,141.9463348388672,585700
2018-07-23,142.13999938964844,145.1999969482422,142.13999938964844,144.66000366210938,143.92623901367188,686100
2018-07-24,145.10000610351562,145.14999389648438,139.44000244140625,139.99000549316406,139.2799530029297,800400
2018-07-25,139.39999389648438,140.64999389648438,138.6699981689453,140.47000122070312,139.7574920654297,794700
2018-07-26,141.0,143.80999755859375,140.32000732421875,141.77999877929688,141.06085205078125,775700
2018-07-27,142.41000366210938,143.1300048828125,139.42999267578125,139.85000610351562,139.140625,370300
2018-07-30,139.85000610351562,141.39999389648438,139.58999633789062,140.67999267578125,139.96640014648438,428100
2018-07-31,140.8699951171875,141.97999572753906,139.8000030517578,141.22999572753906,140.5136260986328,463100
2018-08-01,140.52000427246094,141.44000244140625,139.66000366210938,139.75,139.04115295410156,540200
2018-08-02,139.39999389648438,143.69000244140625,139.39999389648438,143.25999450683594,142.5333251953125,654000
2018-08-03,144.25,145.66000366210938,143.02999877929688,144.67999267578125,143.94613647460938,535000
2018-08-06,145.52000427246094,145.8300018310547,143.49000549316406,145.10000610351562,144.36402893066406,679500
2018-08-07,145.38999938964844,146.30999755859375,144.3300018310547,145.16000366210938,144.42369079589844,940300
2018-08-08,145.32000732421875,146.75999450683594,145.10000610351562,146.41000366210938,145.66737365722656,530900
2018-08-09,146.9199981689453,148.6999969482422,146.4600067138672,147.7899932861328,147.04037475585938,763400
2018-08-10,146.83999633789062,147.91000366210938,145.1199951171875,146.35000610351562,145.607666015625,1006400
2018-08-13,147.0,147.83999633789062,144.5,144.83999633789062,144.10533142089844,1407000
2018-08-14,153.33999633789062,159.5,152.32000732421875,156.1300048828125,155.3380584716797,4487600
2018-08-15,157.97999572753906,158.74000549316406,155.6300048828125,158.02999877929688,157.2284393310547,1503100
2018-08-16,158.5,160.6300048828125,158.5,159.49000549316406,158.68101501464844,1415900
2018-08-17,159.64999389648438,160.16000366210938,159.00999450683594,159.72000122070312,158.90985107421875,965900
2018-08-20,160.44000244140625,161.25,160.0,160.83999633789062,160.024169921875,999200
2018-08-21,161.22000122070312,161.7100067138672,159.35000610351562,160.14999389648438,159.33767700195312,1193800
2018-08-22,160.5399932861328,161.97000122070312,160.3000030517578,160.72999572753906,159.91473388671875,804200
2018-08-23,161.25999450683594,163.36000061035156,160.9499969482422,163.25999450683594,162.431884765625,891300
2018-08-24,163.14999389648438,165.07000732421875,162.57000732421875,164.36000061035156,163.5263214111328,729300
2018-08-27,164.8699951171875,164.99000549316406,161.83999633789062,161.97999572753906,161.1583709716797,1064200
2018-08-28,162.2100067138672,162.91000366210938,160.0,162.10000610351562,161.27777099609375,1096700
2018-08-29,162.33999633789062,164.22999572753906,161.1300048828125,163.55999755859375,162.73037719726562,765000
2018-08-30,163.4199981689453,163.63999938964844,161.16000366210938,161.8000030517578,160.97930908203125,916300
2018-08-31,161.47000122070312,164.33999633789062,161.47000122070312,164.02999877929688,163.19796752929688,960700
2018-09-04,164.50999450683594,169.58999633789062,164.1999969482422,169.47999572753906,168.62033081054688,1371600
2018-09-05,169.41000366210938,170.91000366210938,166.80999755859375,167.0,166.1529541015625,1018200
2018-09-06,167.97000122070312,169.38999938964844,166.77000427246094,167.22000122070312,166.37181091308594,775600
2018-09-07,167.22999572753906,169.22000122070312,167.08999633789062,167.27999877929688,166.43150329589844,763200
2018-09-10,168.47000122070312,169.08999633789062,166.13999938964844,166.92999267578125,166.083251953125,910200
2018-09-11,166.92999267578125,168.4199981689453,166.64999389648438,167.24000549316406,166.39170837402344,738500
2018-09-12,167.13999938964844,168.69000244140625,166.2899932861328,167.10000610351562,166.25241088867188,1119600
2018-09-13,167.10000610351562,167.99000549316406,165.27999877929688,166.72999572753906,165.88427734375,835800
2018-09-14,166.9499969482422,167.9199981689453,165.19000244140625,165.4499969482422,164.61080932617188,995800
2018-09-17,167.50999450683594,169.75999450683594,163.2100067138672,163.5,162.67068481445312,1093400
2018-09-18,159.75,167.8000030517578,159.0,167.64999389648438,166.79962158203125,1272400
2018-09-19,167.9199981689453,169.99000549316406,167.33999633789062,169.60000610351562,168.73974609375,1110400
2018-09-20,170.13999938964844,170.75,167.00999450683594,169.5500030517578,168.7496795654297,879900
2018-09-21,170.82000732421875,171.3300018310547,168.1999969482422,168.44000244140625,167.64492797851562,1605300
2018-09-24,167.6999969482422,168.5,167.00999450683594,167.64999389648438,166.858642578125,894900
2018-09-25,168.0,168.42999267578125,165.74000549316406,167.32000732421875,166.53024291992188,691800
2018-09-26,167.91000366210938,170.6699981689453,166.35000610351562,169.3300018310547,168.53074645996094,754200
2018-09-27,169.4199981689453,170.9199981689453,169.1699981689453,169.7899932861328,168.98855590820312,739700
2018-09-28,169.7100067138672,171.0399932861328,167.8300018310547,168.3300018310547,167.5354461669922,1309700
2018-10-01,169.02000427246094,170.63999938964844,168.19000244140625,169.60000610351562,168.79945373535156,591600
2018-10-02,170.47000122070312,171.1300048828125,168.02999877929688,168.39999389648438,167.6051025390625,819300
2018-10-03,168.67999267578125,168.91000366210938,167.2100067138672,167.60000610351562,166.80889892578125,535500
2018-10-04,167.6999969482422,167.6999969482422,165.0800018310547,165.7100067138672,164.92784118652344,769500
2018-10-05,165.6300048828125,167.4499969482422,164.30999755859375,165.8300018310547,165.04725646972656,938800
2018-10-08,165.39999389648438,169.16000366210938,165.39999389648438,168.36000061035156,167.5653076171875,784700
